month,level_1,level_2,level_3,value
2016-10,All Items,Housing & Utilities,Utilities & Other Fuels,85.038
2016-10,All Items,Household Durables & Services,Household Durables,102.327
2016-10,All Items,Household Durables & Services,Household Services & Supplies,95.759
2016-10,All Items,Health Care,Medicines & Health Products,100.718
2016-10,All Items,Health Care,Outpatient Services,95.359
2016-10,All Items,Health Care,Hospital Services,91.359
2016-10,All Items,Health Care,Health Insurance,97.943
2016-10,All Items,Transport,Private Transport,98.099
2016-10,All Items,Transport,Public Transport,100.793
2016-10,All Items,Transport,Other Transport Services,96.699
2016-10,All Items,Communication,Postage & Courier Services,100.018
2016-10,All Items,Communication,Telecommunication Equipment,120.967
2016-10,All Items,Communication,Telecommunication Services,100.616
2016-10,All Items,Recreation & Culture,Recreational & Cultural Goods,102.544
2016-10,All Items,Recreation & Culture,Recreational & Cultural Services,96.649
2016-10,All Items,Recreation & Culture,"Newspapers, Books & Stationery",99.736
2016-10,All Items,Recreation & Culture,Holiday Expenses,96.212
2016-10,All Items,Education,Tuition & Other Fees,92.975
2016-10,All Items,Education,Textbooks & Guides,99.931
2016-10,All Items,Miscellaneous Goods & Services,Personal Care,99.088
2016-10,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,94.656
2016-10,All Items,Miscellaneous Goods & Services,Personal Effects,98.906
2016-10,All Items,Miscellaneous Goods & Services,Social Services,97.795
2016-10,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,97.439
2016-11,All Items,Food Excl Food Serving Services,Bread & Cereals,96.957
2016-11,All Items,Food Excl Food Serving Services,Meat,99.559
2016-11,All Items,Food Excl Food Serving Services,Fish & Seafood,93.555
2016-11,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",97.95
2016-11,All Items,Food Excl Food Serving Services,Oils & Fats,95.158
2016-11,All Items,Food Excl Food Serving Services,Fruits,93.848
2016-11,All Items,Food Excl Food Serving Services,Vegetables,96.86
2016-11,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",96.522
2016-11,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,97.044
2016-11,All Items,Food Excl Food Serving Services,Other Food,97.506
2016-11,All Items,Food Serving Services,Restaurant Food,95.844
2016-11,All Items,Food Serving Services,Fast Food,97.459
2016-11,All Items,Food Serving Services,Hawker Food,95.87
2016-11,All Items,Food Serving Services,Catered Food,93.297
2016-11,All Items,Clothing & Footwear,Clothing,100.879
2016-11,All Items,Clothing & Footwear,Other Articles & Related Services,99.163
2016-11,All Items,Clothing & Footwear,Footwear,94.526
2016-11,All Items,Housing & Utilities,Accommodation,107.374
2016-11,All Items,Housing & Utilities,Utilities & Other Fuels,85.189
2016-11,All Items,Household Durables & Services,Household Durables,101.421
2016-11,All Items,Household Durables & Services,Household Services & Supplies,95.712
2016-11,All Items,Health Care,Medicines & Health Products,100.583
2016-11,All Items,Health Care,Outpatient Services,95.537
2016-11,All Items,Health Care,Hospital Services,91.947
2016-11,All Items,Health Care,Health Insurance,97.943
2016-11,All Items,Transport,Private Transport,98.142
2016-11,All Items,Transport,Public Transport,100.782
2016-11,All Items,Transport,Other Transport Services,96.47
2016-11,All Items,Communication,Postage & Courier Services,100.018
2016-11,All Items,Communication,Telecommunication Equipment,120.69
2016-11,All Items,Communication,Telecommunication Services,100.059
2016-11,All Items,Recreation & Culture,Recreational & Cultural Goods,101.881
2016-11,All Items,Recreation & Culture,Recreational & Cultural Services,96.718
2016-11,All Items,Recreation & Culture,"Newspapers, Books & Stationery",99.72
2016-11,All Items,Recreation & Culture,Holiday Expenses,96.537
2016-11,All Items,Education,Tuition & Other Fees,92.975
2016-11,All Items,Education,Textbooks & Guides,99.931
2016-11,All Items,Miscellaneous Goods & Services,Personal Care,100.049
2016-11,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,94.775
2016-11,All Items,Miscellaneous Goods & Services,Personal Effects,100.757
2016-11,All Items,Miscellaneous Goods & Services,Social Services,97.795
2016-11,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,97.468
2016-12,All Items,Food Excl Food Serving Services,Bread & Cereals,96.612
2016-12,All Items,Food Excl Food Serving Services,Meat,99.733
2016-12,All Items,Food Excl Food Serving Services,Fish & Seafood,94.321
2016-12,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",97.424
2016-12,All Items,Food Excl Food Serving Services,Oils & Fats,94.294
2016-12,All Items,Food Excl Food Serving Services,Fruits,94.679
2016-12,All Items,Food Excl Food Serving Services,Vegetables,98.218
2016-12,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",95.04
2016-12,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,97.436
2016-12,All Items,Food Excl Food Serving Services,Other Food,97.51
2016-12,All Items,Food Serving Services,Restaurant Food,95.987
2016-12,All Items,Food Serving Services,Fast Food,97.459
2016-12,All Items,Food Serving Services,Hawker Food,95.98
2016-12,All Items,Food Serving Services,Catered Food,93.297
2016-12,All Items,Clothing & Footwear,Clothing,99.665
2016-12,All Items,Clothing & Footwear,Other Articles & Related Services,96.502
2016-12,All Items,Clothing & Footwear,Footwear,95.158
2016-12,All Items,Housing & Utilities,Accommodation,106.977
2016-12,All Items,Housing & Utilities,Utilities & Other Fuels,85.189
2016-12,All Items,Household Durables & Services,Household Durables,101.031
2016-12,All Items,Household Durables & Services,Household Services & Supplies,95.588
2016-12,All Items,Health Care,Medicines & Health Products,101.334
2016-12,All Items,Health Care,Outpatient Services,95.611
2016-12,All Items,Health Care,Hospital Services,92.642
2016-12,All Items,Health Care,Health Insurance,97.943
2016-12,All Items,Transport,Private Transport,98.684
2016-12,All Items,Transport,Public Transport,100.756
2016-12,All Items,Transport,Other Transport Services,102.498
2016-12,All Items,Communication,Postage & Courier Services,100.018
2016-12,All Items,Communication,Telecommunication Equipment,121.232
2016-12,All Items,Communication,Telecommunication Services,100.51
2016-12,All Items,Recreation & Culture,Recreational & Cultural Goods,100.941
2016-12,All Items,Recreation & Culture,Recreational & Cultural Services,96.756
2016-12,All Items,Recreation & Culture,"Newspapers, Books & Stationery",99.736
2016-12,All Items,Recreation & Culture,Holiday Expenses,99.02
2016-12,All Items,Education,Tuition & Other Fees,92.975
2016-12,All Items,Education,Textbooks & Guides,99.931
2016-12,All Items,Miscellaneous Goods & Services,Personal Care,99.273
2016-12,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,94.365
2016-12,All Items,Miscellaneous Goods & Services,Personal Effects,100.165
2016-12,All Items,Miscellaneous Goods & Services,Social Services,97.795
2016-12,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,97.31
2017-01,All Items,Food Excl Food Serving Services,Bread & Cereals,96.643
2017-01,All Items,Food Excl Food Serving Services,Meat,99.955
2017-01,All Items,Food Excl Food Serving Services,Fish & Seafood,100.804
2017-01,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",97.167
2017-01,All Items,Food Excl Food Serving Services,Oils & Fats,94.348
2017-01,All Items,Food Excl Food Serving Services,Fruits,95.167
2017-01,All Items,Food Excl Food Serving Services,Vegetables,98.613
2017-01,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",97.321
2017-01,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,96.494
2017-01,All Items,Food Excl Food Serving Services,Other Food,95.8
2017-01,All Items,Food Serving Services,Restaurant Food,96.237
2017-01,All Items,Food Serving Services,Fast Food,97.614
2017-01,All Items,Food Serving Services,Hawker Food,96.094
2017-01,All Items,Food Serving Services,Catered Food,93.297
2017-01,All Items,Clothing & Footwear,Clothing,99.184
2017-01,All Items,Clothing & Footwear,Other Articles & Related Services,98.566
2017-01,All Items,Clothing & Footwear,Footwear,95.177
2017-01,All Items,Housing & Utilities,Accommodation,106.614
2017-01,All Items,Housing & Utilities,Utilities & Other Fuels,88.494
2017-01,All Items,Household Durables & Services,Household Durables,100.645
2017-01,All Items,Household Durables & Services,Household Services & Supplies,95.824
2017-01,All Items,Health Care,Medicines & Health Products,100.451
2017-01,All Items,Health Care,Outpatient Services,95.994
2017-01,All Items,Health Care,Hospital Services,92.826
2017-01,All Items,Health Care,Health Insurance,98.547
2017-01,All Items,Transport,Private Transport,99.612
2017-01,All Items,Transport,Public Transport,98.716
2017-01,All Items,Transport,Other Transport Services,100.778
2017-01,All Items,Communication,Postage & Courier Services,100.018
2017-01,All Items,Communication,Telecommunication Equipment,118.321
2017-01,All Items,Communication,Telecommunication Services,101.297
2017-01,All Items,Recreation & Culture,Recreational & Cultural Goods,101.48
2017-01,All Items,Recreation & Culture,Recreational & Cultural Services,95.998
2017-01,All Items,Recreation & Culture,"Newspapers, Books & Stationery",99.786
2017-01,All Items,Recreation & Culture,Holiday Expenses,96.427
2017-01,All Items,Education,Tuition & Other Fees,93.987
2017-01,All Items,Education,Textbooks & Guides,100.07
2017-01,All Items,Miscellaneous Goods & Services,Personal Care,99.272
2017-01,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,94.391
2017-01,All Items,Miscellaneous Goods & Services,Personal Effects,99.464
2017-01,All Items,Miscellaneous Goods & Services,Social Services,97.795
2017-01,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,100.129
2017-02,All Items,Food Excl Food Serving Services,Bread & Cereals,97.166
2017-02,All Items,Food Excl Food Serving Services,Meat,99.959
2017-02,All Items,Food Excl Food Serving Services,Fish & Seafood,96.228
2017-02,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",97.816
2017-02,All Items,Food Excl Food Serving Services,Oils & Fats,94.893
2017-02,All Items,Food Excl Food Serving Services,Fruits,96.256
2017-02,All Items,Food Excl Food Serving Services,Vegetables,99.324
2017-02,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",98.783
2017-02,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,96.617
2017-02,All Items,Food Excl Food Serving Services,Other Food,96.454
2017-02,All Items,Food Serving Services,Restaurant Food,96.116
2017-02,All Items,Food Serving Services,Fast Food,97.856
2017-02,All Items,Food Serving Services,Hawker Food,96.254
2017-02,All Items,Food Serving Services,Catered Food,94.405
2017-02,All Items,Clothing & Footwear,Clothing,100.484
2017-02,All Items,Clothing & Footwear,Other Articles & Related Services,96.825
2017-02,All Items,Clothing & Footwear,Footwear,96.964
2017-02,All Items,Housing & Utilities,Accommodation,106.282
2017-02,All Items,Housing & Utilities,Utilities & Other Fuels,88.891
2017-02,All Items,Household Durables & Services,Household Durables,101.083
2017-02,All Items,Household Durables & Services,Household Services & Supplies,96.338
2017-02,All Items,Health Care,Medicines & Health Products,100.071
2017-02,All Items,Health Care,Outpatient Services,96.055
2017-02,All Items,Health Care,Hospital Services,92.951
2017-02,All Items,Health Care,Health Insurance,99.033
2017-02,All Items,Transport,Private Transport,99.713
2017-02,All Items,Transport,Public Transport,98.607
2017-02,All Items,Transport,Other Transport Services,98.223
2017-02,All Items,Communication,Postage & Courier Services,100.018
2017-02,All Items,Communication,Telecommunication Equipment,119.074
2017-02,All Items,Communication,Telecommunication Services,101.29
2017-02,All Items,Recreation & Culture,Recreational & Cultural Goods,101.925
2017-02,All Items,Recreation & Culture,Recreational & Cultural Services,97.27
2017-02,All Items,Recreation & Culture,"Newspapers, Books & Stationery",99.972
2017-02,All Items,Recreation & Culture,Holiday Expenses,95.287
2017-02,All Items,Education,Tuition & Other Fees,94.29
2017-02,All Items,Education,Textbooks & Guides,100.07
2017-02,All Items,Miscellaneous Goods & Services,Personal Care,98.984
2017-02,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,94.64
2017-02,All Items,Miscellaneous Goods & Services,Personal Effects,100.192
2017-02,All Items,Miscellaneous Goods & Services,Social Services,97.887
2017-02,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,100.05
2017-03,All Items,Food Excl Food Serving Services,Bread & Cereals,97.166
2017-03,All Items,Food Excl Food Serving Services,Meat,99.547
2017-03,All Items,Food Excl Food Serving Services,Fish & Seafood,94.515
2017-03,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",97.939
2017-03,All Items,Food Excl Food Serving Services,Oils & Fats,96.335
2017-03,All Items,Food Excl Food Serving Services,Fruits,95.125
2017-03,All Items,Food Excl Food Serving Services,Vegetables,97.004
2017-03,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",98.124
2017-03,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,98.152
2017-03,All Items,Food Excl Food Serving Services,Other Food,98.577
2017-03,All Items,Food Serving Services,Restaurant Food,96.323
2017-03,All Items,Food Serving Services,Fast Food,98.2
2017-03,All Items,Food Serving Services,Hawker Food,96.399
2017-03,All Items,Food Serving Services,Catered Food,94.405
2017-03,All Items,Clothing & Footwear,Clothing,100.694
2017-03,All Items,Clothing & Footwear,Other Articles & Related Services,100.013
2017-03,All Items,Clothing & Footwear,Footwear,97.613
2017-03,All Items,Housing & Utilities,Accommodation,105.876
2017-03,All Items,Housing & Utilities,Utilities & Other Fuels,88.936
2017-03,All Items,Household Durables & Services,Household Durables,101.771
2017-03,All Items,Household Durables & Services,Household Services & Supplies,96.579
2017-03,All Items,Health Care,Medicines & Health Products,101.216
2017-03,All Items,Health Care,Outpatient Services,96.188
2017-03,All Items,Health Care,Hospital Services,93.087
2017-03,All Items,Health Care,Health Insurance,99.033
2017-03,All Items,Transport,Private Transport,100.503
2017-03,All Items,Transport,Public Transport,98.574
2017-03,All Items,Transport,Other Transport Services,97.053
2017-03,All Items,Communication,Postage & Courier Services,100.018
2017-03,All Items,Communication,Telecommunication Equipment,118.822
2017-03,All Items,Communication,Telecommunication Services,100.287
2017-03,All Items,Recreation & Culture,Recreational & Cultural Goods,101.05
2017-03,All Items,Recreation & Culture,Recreational & Cultural Services,97.24
2017-03,All Items,Recreation & Culture,"Newspapers, Books & Stationery",99.796
2017-03,All Items,Recreation & Culture,Holiday Expenses,95.775
2017-03,All Items,Education,Tuition & Other Fees,94.29
2017-03,All Items,Education,Textbooks & Guides,100.07
2017-03,All Items,Miscellaneous Goods & Services,Personal Care,100.222
2017-03,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,94.827
2017-03,All Items,Miscellaneous Goods & Services,Personal Effects,101.963
2017-03,All Items,Miscellaneous Goods & Services,Social Services,97.887
2017-03,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,100.021
2017-04,All Items,Food Excl Food Serving Services,Bread & Cereals,97.266
2017-04,All Items,Food Excl Food Serving Services,Meat,99.731
2017-04,All Items,Food Excl Food Serving Services,Fish & Seafood,95.14
2017-04,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",98.552
2017-04,All Items,Food Excl Food Serving Services,Oils & Fats,96.563
2017-04,All Items,Food Excl Food Serving Services,Fruits,96.821
2017-04,All Items,Food Excl Food Serving Services,Vegetables,96.401
2017-04,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",98.803
2017-04,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,97.021
2017-04,All Items,Food Excl Food Serving Services,Other Food,98.403
2017-04,All Items,Food Serving Services,Restaurant Food,96.537
2017-04,All Items,Food Serving Services,Fast Food,98.059
2017-04,All Items,Food Serving Services,Hawker Food,96.552
2017-04,All Items,Food Serving Services,Catered Food,94.405
2017-04,All Items,Clothing & Footwear,Clothing,101.133
2017-04,All Items,Clothing & Footwear,Other Articles & Related Services,101.603
2017-04,All Items,Clothing & Footwear,Footwear,99.227
2017-04,All Items,Housing & Utilities,Accommodation,102.566
2017-04,All Items,Housing & Utilities,Utilities & Other Fuels,91.884
2017-04,All Items,Household Durables & Services,Household Durables,101.072
2017-04,All Items,Household Durables & Services,Household Services & Supplies,96.775
2017-04,All Items,Health Care,Medicines & Health Products,101.69
2017-04,All Items,Health Care,Outpatient Services,96.736
2017-04,All Items,Health Care,Hospital Services,93.975
2017-04,All Items,Health Care,Health Insurance,99.033
2017-04,All Items,Transport,Private Transport,100.865
2017-04,All Items,Transport,Public Transport,98.641
2017-04,All Items,Transport,Other Transport Services,98.451
2017-04,All Items,Communication,Postage & Courier Services,100.018
2017-04,All Items,Communication,Telecommunication Equipment,119.073
2017-04,All Items,Communication,Telecommunication Services,101.538
2017-04,All Items,Recreation & Culture,Recreational & Cultural Goods,101.833
2017-04,All Items,Recreation & Culture,Recreational & Cultural Services,97.697
2017-04,All Items,Recreation & Culture,"Newspapers, Books & Stationery",99.806
2017-04,All Items,Recreation & Culture,Holiday Expenses,95.821
2017-04,All Items,Education,Tuition & Other Fees,94.481
2017-04,All Items,Education,Textbooks & Guides,100.07
2017-04,All Items,Miscellaneous Goods & Services,Personal Care,100.439
2017-04,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,95.222
2017-04,All Items,Miscellaneous Goods & Services,Personal Effects,101.855
2017-04,All Items,Miscellaneous Goods & Services,Social Services,97.887
2017-04,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,100.024
2017-05,All Items,Food Excl Food Serving Services,Bread & Cereals,97.682
2017-05,All Items,Food Excl Food Serving Services,Meat,99.531
2017-05,All Items,Food Excl Food Serving Services,Fish & Seafood,95.445
2017-05,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",98.307
2017-05,All Items,Food Excl Food Serving Services,Oils & Fats,95.776
2017-05,All Items,Food Excl Food Serving Services,Fruits,96.407
2017-05,All Items,Food Excl Food Serving Services,Vegetables,98.271
2017-05,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",99.365
2017-05,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,96.688
2017-05,All Items,Food Excl Food Serving Services,Other Food,97.77
2017-05,All Items,Food Serving Services,Restaurant Food,96.568
2017-05,All Items,Food Serving Services,Fast Food,98.059
2017-05,All Items,Food Serving Services,Hawker Food,96.727
2017-05,All Items,Food Serving Services,Catered Food,94.405
2017-05,All Items,Clothing & Footwear,Clothing,101.389
2017-05,All Items,Clothing & Footwear,Other Articles & Related Services,101.41
2017-05,All Items,Clothing & Footwear,Footwear,97.873
2017-05,All Items,Housing & Utilities,Accommodation,105.085
2017-05,All Items,Housing & Utilities,Utilities & Other Fuels,91.907
2017-05,All Items,Household Durables & Services,Household Durables,100.864
2017-05,All Items,Household Durables & Services,Household Services & Supplies,96.904
2017-05,All Items,Health Care,Medicines & Health Products,100.395
2017-05,All Items,Health Care,Outpatient Services,96.472
2017-05,All Items,Health Care,Hospital Services,93.981
2017-05,All Items,Health Care,Health Insurance,99.805
2017-05,All Items,Transport,Private Transport,100.385
2017-05,All Items,Transport,Public Transport,98.594
2017-05,All Items,Transport,Other Transport Services,95.552
2017-05,All Items,Communication,Postage & Courier Services,100.018
2017-05,All Items,Communication,Telecommunication Equipment,120.745
2017-05,All Items,Communication,Telecommunication Services,101.297
2017-05,All Items,Recreation & Culture,Recreational & Cultural Goods,101.347
2017-05,All Items,Recreation & Culture,Recreational & Cultural Services,97.733
2017-05,All Items,Recreation & Culture,"Newspapers, Books & Stationery",99.807
2017-05,All Items,Recreation & Culture,Holiday Expenses,94.799
2017-05,All Items,Education,Tuition & Other Fees,94.489
2017-05,All Items,Education,Textbooks & Guides,100.07
2017-05,All Items,Miscellaneous Goods & Services,Personal Care,99.227
2017-05,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,95.128
2017-05,All Items,Miscellaneous Goods & Services,Personal Effects,101.138
2017-05,All Items,Miscellaneous Goods & Services,Social Services,97.887
2017-05,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,100.034
2017-06,All Items,Food Excl Food Serving Services,Bread & Cereals,96.83
2017-06,All Items,Food Excl Food Serving Services,Meat,99.38
2017-06,All Items,Food Excl Food Serving Services,Fish & Seafood,95.196
2017-06,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",97.562
2017-06,All Items,Food Excl Food Serving Services,Oils & Fats,96.321
2017-06,All Items,Food Excl Food Serving Services,Fruits,97.351
2017-06,All Items,Food Excl Food Serving Services,Vegetables,98.662
2017-06,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",98.234
2017-06,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,95.87
2017-06,All Items,Food Excl Food Serving Services,Other Food,97.177
2017-06,All Items,Food Serving Services,Restaurant Food,96.58
2017-06,All Items,Food Serving Services,Fast Food,98.059
2017-06,All Items,Food Serving Services,Hawker Food,96.901
2017-06,All Items,Food Serving Services,Catered Food,94.405
2017-06,All Items,Clothing & Footwear,Clothing,99.992
2017-06,All Items,Clothing & Footwear,Other Articles & Related Services,98.833
2017-06,All Items,Clothing & Footwear,Footwear,94.962
2017-06,All Items,Housing & Utilities,Accommodation,104.969
2017-06,All Items,Housing & Utilities,Utilities & Other Fuels,91.907
2017-06,All Items,Household Durables & Services,Household Durables,100.477
2017-06,All Items,Household Durables & Services,Household Services & Supplies,96.855
2017-06,All Items,Health Care,Medicines & Health Products,99.914
2017-06,All Items,Health Care,Outpatient Services,96.622
2017-06,All Items,Health Care,Hospital Services,94.259
2017-06,All Items,Health Care,Health Insurance,99.805
2017-06,All Items,Transport,Private Transport,99.37
2017-06,All Items,Transport,Public Transport,98.639
2017-06,All Items,Transport,Other Transport Services,97.8
2017-06,All Items,Communication,Postage & Courier Services,100.018
2017-06,All Items,Communication,Telecommunication Equipment,119.053
2017-06,All Items,Communication,Telecommunication Services,100.218
2017-06,All Items,Recreation & Culture,Recreational & Cultural Goods,101.789
2017-06,All Items,Recreation & Culture,Recreational & Cultural Services,97.61
2017-06,All Items,Recreation & Culture,"Newspapers, Books & Stationery",99.763
2017-06,All Items,Recreation & Culture,Holiday Expenses,96.408
2017-06,All Items,Education,Tuition & Other Fees,94.545
2017-06,All Items,Education,Textbooks & Guides,100.07
2017-06,All Items,Miscellaneous Goods & Services,Personal Care,99.487
2017-06,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,95.228
2017-06,All Items,Miscellaneous Goods & Services,Personal Effects,100.499
2017-06,All Items,Miscellaneous Goods & Services,Social Services,97.887
2017-06,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,100.06
2017-07,All Items,Food Excl Food Serving Services,Bread & Cereals,97.287
2017-07,All Items,Food Excl Food Serving Services,Meat,99.678
2017-07,All Items,Food Excl Food Serving Services,Fish & Seafood,97.177
2017-07,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",97.926
2017-07,All Items,Food Excl Food Serving Services,Oils & Fats,96.841
2017-07,All Items,Food Excl Food Serving Services,Fruits,95.612
2017-07,All Items,Food Excl Food Serving Services,Vegetables,97.808
2017-07,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",98.847
2017-07,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,97.355
2017-07,All Items,Food Excl Food Serving Services,Other Food,98.649
2017-07,All Items,Food Serving Services,Restaurant Food,96.635
2017-07,All Items,Food Serving Services,Fast Food,97.97
2017-07,All Items,Food Serving Services,Hawker Food,97.067
2017-07,All Items,Food Serving Services,Catered Food,94.405
2017-07,All Items,Clothing & Footwear,Clothing,99.383
2017-07,All Items,Clothing & Footwear,Other Articles & Related Services,99.388
2017-07,All Items,Clothing & Footwear,Footwear,96.541
2017-07,All Items,Housing & Utilities,Accommodation,102.581
2017-07,All Items,Housing & Utilities,Utilities & Other Fuels,93.633
2017-07,All Items,Household Durables & Services,Household Durables,101.198
2017-07,All Items,Household Durables & Services,Household Services & Supplies,97.42
2017-07,All Items,Health Care,Medicines & Health Products,101.418
2017-07,All Items,Health Care,Outpatient Services,96.904
2017-07,All Items,Health Care,Hospital Services,94.801
2017-07,All Items,Health Care,Health Insurance,99.805
2017-07,All Items,Transport,Private Transport,99.646
2017-07,All Items,Transport,Public Transport,98.588
2017-07,All Items,Transport,Other Transport Services,96.672
2017-07,All Items,Communication,Postage & Courier Services,100.018
2017-07,All Items,Communication,Telecommunication Equipment,117.409
2017-07,All Items,Communication,Telecommunication Services,101.25
2017-07,All Items,Recreation & Culture,Recreational & Cultural Goods,102.233
2017-07,All Items,Recreation & Culture,Recreational & Cultural Services,97.715
2017-07,All Items,Recreation & Culture,"Newspapers, Books & Stationery",99.711
2017-07,All Items,Recreation & Culture,Holiday Expenses,95.052
2017-07,All Items,Education,Tuition & Other Fees,95.161
2017-07,All Items,Education,Textbooks & Guides,100.843
2017-07,All Items,Miscellaneous Goods & Services,Personal Care,100.151
2017-07,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,94.686
2017-07,All Items,Miscellaneous Goods & Services,Personal Effects,101.304
2017-07,All Items,Miscellaneous Goods & Services,Social Services,97.887
2017-07,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,100.08
2017-08,All Items,Food Excl Food Serving Services,Bread & Cereals,96.494
2017-08,All Items,Food Excl Food Serving Services,Meat,100.1
2017-08,All Items,Food Excl Food Serving Services,Fish & Seafood,96.127
2017-08,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",97.87
2017-08,All Items,Food Excl Food Serving Services,Oils & Fats,94.601
2017-08,All Items,Food Excl Food Serving Services,Fruits,95.162
2017-08,All Items,Food Excl Food Serving Services,Vegetables,96.883
2017-08,All Items,Food Excl Food Serving Services,"Sugar, Preserves & Confectionery",97.614
2017-08,All Items,Food Excl Food Serving Services,Non-alcoholic Beverages,97.17
2017-08,All Items,Food Excl Food Serving Services,Other Food,97.777
2017-08,All Items,Food Serving Services,Restaurant Food,96.572
2017-08,All Items,Food Serving Services,Fast Food,98.11
2017-08,All Items,Food Serving Services,Hawker Food,97.124
2017-08,All Items,Food Serving Services,Catered Food,94.405
2017-08,All Items,Clothing & Footwear,Clothing,98.726
2017-08,All Items,Clothing & Footwear,Other Articles & Related Services,100.125
2017-08,All Items,Clothing & Footwear,Footwear,97.308
2017-08,All Items,Housing & Utilities,Accommodation,104.18
2017-08,All Items,Housing & Utilities,Utilities & Other Fuels,93.614
2017-08,All Items,Household Durables & Services,Household Durables,100.946
2017-08,All Items,Household Durables & Services,Household Services & Supplies,97.525
2017-08,All Items,Health Care,Medicines & Health Products,101.406
2017-08,All Items,Health Care,Outpatient Services,96.929
2017-08,All Items,Health Care,Hospital Services,94.981
2017-08,All Items,Health Care,Health Insurance,99.805
2017-08,All Items,Transport,Private Transport,99.96
2017-08,All Items,Transport,Public Transport,98.604
2017-08,All Items,Transport,Other Transport Services,96.773
2017-08,All Items,Communication,Postage & Courier Services,100.018
2017-08,All Items,Communication,Telecommunication Equipment,116.633
2017-08,All Items,Communication,Telecommunication Services,101.284
2017-08,All Items,Recreation & Culture,Recreational & Cultural Goods,102.414
2017-08,All Items,Recreation & Culture,Recreational & Cultural Services,97.717
2017-08,All Items,Recreation & Culture,"Newspapers, Books & Stationery",99.713
2017-08,All Items,Recreation & Culture,Holiday Expenses,95.474
2017-08,All Items,Education,Tuition & Other Fees,95.467
2017-08,All Items,Education,Textbooks & Guides,100.843
2017-08,All Items,Miscellaneous Goods & Services,Personal Care,99.537
2017-08,All Items,Miscellaneous Goods & Services,Alcoholic Drinks & Tobacco,94.708
2017-08,All Items,Miscellaneous Goods & Services,Personal Effects,101.345
2017-08,All Items,Miscellaneous Goods & Services,Social Services,98.161
2017-08,All Items,Miscellaneous Goods & Services,Other Miscellaneous Services,100.08
2017-09,All Items,Food Excl Food Serving Services,Bread & Cereals,96.461
2017-09,All Items,Food Excl Food Serving Services,Meat,100.017
2017-09,All Items,Food Excl Food Serving Services,Fish & Seafood,96.04
2017-09,All Items,Food Excl Food Serving Services,"Milk, Cheese & Eggs",98.414
2017-09,All Items,Food Excl Food Serving Services,Oils & Fats,97.841
2017-09,All Items,Food Excl Food Serving Services,Fruits,95.876
2017-09,All Items,Food Excl Food Serving Services,Vegetables,99.106
